Class,att1,att2,att3,att4,att5,att6,att7,att9,att10,att11,att12,att15,att16,att18,att20,att21,att22,att23,att25,att26,att27,att28,att29,att30
0.0,0.5,0.6666666666666666,0.0,0.25,0.0,0.6666666666666666,0.5,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.6470588235294118,0.48,0.5559116809116809,0.5857816214443807,0.0,0.20160669087707714,1.0,0.3333333333333333,0.3392857142857143,0.0,0.0
1.0,1.0,0.0,0.25,0.5,0.6666666666666666,0.6666666666666666,0.5,1.0,0.3333333333333333,1.0,1.0,0.0,0.0,0.38235294117647056,0.6,0.4049145299145299,0.4143413394540536,0.0,0.3037856278199626,1.0,0.3333333333333333,0.10714285714285714,0.3333333333333333,0.0
0.0,0.5,0.4444444444444444,0.25,0.25,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.0,0.29411764705882354,0.48,0.49002849002849,0.4581072219034347,0.0,0.1357983933091229,0.6666666666666666,1.0,0.017857142857142856,0.0,0.0
0.0,0.5,0.3333333333333333,0.25,0.25,0.6666666666666666,0.6666666666666666,0.5,0.0,0.0,1.0,0.6666666666666666,0.0,0.0,0.20588235294117646,0.56,0.6274928774928775,0.7237847364538077,0.0,0.21475734565863322,0.3333333333333333,0.6666666666666666,0.4107142857142857,0.0,0.5
1.0,0.75,0.3333333333333333,1.0,0.25,0.3333333333333333,0.6666666666666666,0.5,1.0,0.0,1.0,0.6666666666666666,0.0,0.0,0.29411764705882354,0.4,0.3547008547008547,0.5567095663578981,0.0,0.21464729833828547,0.3333333333333333,0.6666666666666666,0.2857142857142857,0.3333333333333333,0.0
0.0,0.5,0.4444444444444444,0.25,0.0,0.3333333333333333,1.0,0.5,0.0,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,0.14705882352941177,0.24,0.3596866096866097,0.41781703418312977,0.0,0.48024650599757895,0.0,1.0,0.4642857142857143,0.0,0.0
0.0,0.5,0.0,0.25,0.5,0.6666666666666666,0.6666666666666666,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.07352941176470588,0.28,0.7432336182336182,0.649639314697926,0.0,0.06756905469351822,1.0,0.3333333333333333,0.05357142857142857,0.0,0.0
1.0,0.25,0.5555555555555556,0.25,0.75,1.0,1.0,1.0,0.3333333333333333,0.0,0.0,1.0,1.0,0.0,0.5588235294117647,0.64,0.45548433048433046,0.5978768751537011,0.0,0.49702872235061074,0.0,0.3333333333333333,0.6428571428571429,0.0,0.0
1.0,0.5,0.8888888888888888,1.0,0.25,0.0,0.6666666666666666,0.5,0.3333333333333333,0.0,1.0,0.6666666666666666,0.0,0.0,0.16176470588235295,0.6,0.5085470085470085,0.6778916304615132,0.0,0.06954990645977771,1.0,0.3333333333333333,0.05357142857142857,0.0,1.0
1.0,1.0,0.4444444444444444,0.25,0.25,0.0,0.6666666666666666,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.07352941176470588,0.52,0.44195156695156695,0.44129026969423724,1.0,0.14025530978320677,0.3333333333333333,0.3333333333333333,0.30357142857142855,0.3333333333333333,0.0
1.0,0.5,0.0,0.25,1.0,0.0,0.3333333333333333,0.5,0.3333333333333333,1.0,0.0,0.6666666666666666,0.0,0.0,0.11764705882352941,0.44,0.3087606837606838,0.7525657840806623,0.0,0.020633872565203038,1.0,0.0,0.125,0.0,1.0
1.0,0.75,0.0,1.0,0.5,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,1.0,0.0,0.29411764705882354,0.52,0.6969373219373219,0.6127715386507091,0.0,0.07169582920655881,0.6666666666666666,0.3333333333333333,0.07142857142857142,0.3333333333333333,0.0
0.0,0.5,0.2222222222222222,0.25,0.25,1.0,0.6666666666666666,1.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.8235294117647058,0.16,0.4042022792022792,0.21111566521846054,0.0,0.3322328601298558,1.0,1.0,0.4107142857142857,0.0,0.0
0.0,0.0,0.6666666666666666,0.25,0.25,0.0,0.3333333333333333,0.5,0.3333333333333333,0.0,1.0,0.6666666666666666,1.0,0.0,0.29411764705882354,0.44,0.33653846153846156,0.5375440609886056,0.0,0.21959942775393418,0.0,1.0,0.30357142857142855,0.6666666666666666,0.0
1.0,0.5,0.5555555555555556,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.0,0.16176470588235295,0.52,0.6655982905982906,0.4901180424624969,0.0,0.19599427753934193,0.0,1.0,0.07142857142857142,0.0,0.0
1.0,0.5,0.0,0.25,0.25,0.0,0.3333333333333333,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.11764705882352941,0.64,0.6645299145299145,0.5749856545618494,0.0,0.02481567073841752,1.0,0.3333333333333333,0.375,0.0,0.0
1.0,0.75,0.3333333333333333,0.25,0.0,0.3333333333333333,0.3333333333333333,0.5,0.0,0.3333333333333333,1.0,1.0,0.0,0.0,0.16176470588235295,0.36,0.47507122507122507,0.6477826051315682,0.0,0.18669527896995708,0.0,1.0,0.14285714285714285,0.3333333333333333,0.0
1.0,1.0,0.4444444444444444,1.0,0.25,0.6666666666666666,0.3333333333333333,0.5,1.0,0.3333333333333333,1.0,1.0,0.0,0.0,0.029411764705882353,0.72,0.7966524216524217,0.7020411509140093,0.0,0.0061626499394739735,1.0,1.0,0.5892857142857143,0.3333333333333333,0.0
1.0,1.0,0.2222222222222222,0.25,0.25,0.3333333333333333,0.3333333333333333,0.5,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,0.0,0.0,0.029411764705882353,0.36,0.5965099715099715,0.46717353881465695,0.0,0.04385385715857819,0.3333333333333333,1.0,0.5535714285714286,0.0,0.0
1.0,1.0,0.5555555555555556,1.0,0.75,0.6666666666666666,0.6666666666666666,0.5,0.3333333333333333,0.0,1.0,1.0,0.0,0.0,0.6029411764705882,0.4,0.7873931623931624,0.6045618493319125,0.0,0.23803235391218225,0.6666666666666666,1.0,0.14285714285714285,0.0,0.0
1.0,1.0,0.0,0.25,1.0,0.0,0.6666666666666666,0.5,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.1323529411764706,0.36,0.6093304843304843,0.5834822526436593,0.0,0.034774953229888855,1.0,1.0,0.07142857142857142,0.3333333333333333,1.0
1.0,0.5,0.0,0.0,0.5,0.3333333333333333,0.6666666666666666,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5588235294117647,0.28,0.7542735042735043,0.3355275022542831,0.0,0.3805436337625179,0.3333333333333333,1.0,0.17857142857142858,0.0,0.0
0.0,0.5,0.6666666666666666,0.25,1.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333,1.0,0.6666666666666666,0.0,0.0,0.6470588235294118,0.44,0.50997150997151,0.48929420444298716,0.0,0.2232860129855838,0.6666666666666666,1.0,0.08928571428571429,0.0,0.0
1.0,1.0,0.3333333333333333,0.75,0.5,0.6666666666666666,0.6666666666666666,0.5,0.3333333333333333,0.0,1.0,0.0,1.0,0.0,0.25,0.56,0.47364672364672367,0.5848307238298222,0.0,0.13728403213381754,0.6666666666666666,0.3333333333333333,0.23214285714285715,0.3333333333333333,0.0
0.0,1.0,0.4444444444444444,0.25,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.17647058823529413,0.4,0.5466524216524217,0.518308877776867,0.0,0.13068119291295258,0.3333333333333333,1.0,0.42857142857142855,0.0,1.0
1.0,1.0,0.6666666666666666,0.25,0.5,0.3333333333333333,0.6666666666666666,0.5,0.3333333333333333,0.0,1.0,0.3333333333333333,0.0,0.0,0.25,0.16,0.3386752136752137,0.5210591032051808,0.0,0.18719049191152196,0.3333333333333333,0.6666666666666666,0.14285714285714285,0.3333333333333333,0.0
1.0,0.5,0.0,0.25,0.25,0.0,0.6666666666666666,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.07352941176470588,0.36,0.5623219373219374,0.649303221575539,1.0,0.13464289644547156,0.0,0.3333333333333333,0.23214285714285715,0.0,0.0
0.0,0.75,0.4444444444444444,0.25,0.75,0.0,0.6666666666666666,1.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.29411764705882354,0.56,0.41025641025641024,0.5971555045495532,1.0,0.059590623968306375,1.0,0.3333333333333333,0.42857142857142855,0.3333333333333333,0.0
1.0,0.25,0.3333333333333333,0.75,0.25,0.6666666666666666,0.6666666666666666,0.5,0.3333333333333333,0.0,0.5,0.0,1.0,0.0,0.38235294117647056,0.48,0.5612535612535613,0.27692843675711126,1.0,0.17860680092439749,1.0,0.3333333333333333,0.26785714285714285,0.0,0.0
0.0,1.0,0.4444444444444444,0.25,0.0,0.3333333333333333,0.6666666666666666,0.5,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.11764705882352941,0.28,0.6912393162393162,0.7338183457660464,0.0,0.02426543413667877,1.0,0.6666666666666666,0.2857142857142857,0.3333333333333333,0.0
1.0,0.5,0.0,0.25,0.25,0.3333333333333333,0.6666666666666666,0.5,1.0,1.0,1.0,0.6666666666666666,0.0,0.0,0.29411764705882354,0.12,0.7257834757834758,0.6618985162718256,0.0,0.06399251678221635,1.0,0.3333333333333333,0.16071428571428573,0.0,0.0
0.0,0.5,0.3333333333333333,0.25,0.25,0.0,0.6666666666666666,0.5,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.0,0.0,0.058823529411764705,0.2,0.5423789173789174,0.43419132715796377,0.0,0.054308352591614394,0.6666666666666666,1.0,0.08928571428571429,0.0,0.0
1.0,0.5,0.0,0.25,0.0,0.6666666666666666,0.6666666666666666,0.5,1.0,0.0,1.0,1.0,0.0,0.0,0.11764705882352941,0.4,0.6029202279202279,0.5511722272317403,0.0,0.03048310773632662,1.0,1.0,0.3392857142857143,0.0,0.0
0.0,0.0,0.6666666666666666,0.25,0.25,0.6666666666666666,0.6666666666666666,0.5,1.0,0.0,0.5,0.6666666666666666,0.0,0.0,0.20588235294117646,0.32,0.5402421652421653,0.46312812525616853,1.0,0.21541762958071972,0.3333333333333333,0.3333333333333333,0.30357142857142855,0.3333333333333333,0.0
0.0,0.5,0.3333333333333333,0.25,0.25,0.6666666666666666,0.6666666666666666,0.0,0.0,0.3333333333333333,1.0,0.6666666666666666,0.0,0.0,0.11764705882352941,0.76,0.709045584045584,0.5467743257644069,0.0,0.056784417299438755,0.3333333333333333,1.0,0.017857142857142856,0.0,0.0
1.0,1.0,0.0,0.5,0.0,0.3333333333333333,1.0,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.20588235294117646,0.08,0.0754985754985755,0.20630789408967948,0.0,0.020853967205898535,1.0,0.6666666666666666,0.23214285714285715,0.3333333333333333,0.0
0.0,0.5,0.3333333333333333,0.25,0.75,0.6666666666666666,0.0,0.5,0.0,0.0,1.0,0.6666666666666666,0.0,0.0,0.20588235294117646,0.28,0.44693732193732194,0.5412205918517912,0.0,0.1223175965665236,1.0,0.0,0.10714285714285714,0.0,0.0
1.0,0.5,0.3333333333333333,0.25,1.0,0.0,1.0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.0,0.11764705882352941,0.56,0.5405982905982906,0.2822772358390032,0.0,0.15225046770111147,0.6666666666666666,0.0,0.26785714285714285,0.0,0.0
1.0,0.5,0.5555555555555556,1.0,0.25,0.0,0.6666666666666666,0.5,1.0,0.0,1.0,0.6666666666666666,0.0,0.0,0.08823529411764706,0.56,0.39814814814814814,0.5045208623657677,1.0,0.14295146913172666,0.0,0.3333333333333333,0.23214285714285715,0.0,0.5
1.0,0.75,0.0,0.25,0.25,0.0,0.6666666666666666,0.5,1.0,1.0,0.0,1.0,0.0,0.0,0.16176470588235295,0.2,0.7674501424501424,0.42583818345766045,0.0,0.06756905469351822,1.0,0.6666666666666666,0.25,0.3333333333333333,0.0
1.0,0.5,0.4444444444444444,0.5,0.25,1.0,0.3333333333333333,0.0,1.0,0.0,1.0,0.3333333333333333,0.0,1.0,0.08823529411764706,0.2,0.5555555555555556,0.487212066562833,1.0,0.07411687025420931,0.6666666666666666,0.3333333333333333,0.375,0.0,0.0
1.0,0.5,0.4444444444444444,0.25,1.0,0.0,0.3333333333333333,0.5,0.0,0.3333333333333333,1.0,1.0,1.0,0.0,0.6323529411764706,0.44,0.6923076923076923,0.7412615788179359,0.0,0.5762077693408165,0.0,0.0,0.2857142857142857,0.0,0.0
1.0,1.0,0.4444444444444444,0.25,0.25,0.0,0.3333333333333333,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.11764705882352941,0.76,0.3311965811965812,0.6269407328469546,1.0,0.10300429184549356,0.6666666666666666,0.3333333333333333,0.35714285714285715,0.3333333333333333,0.0
0.0,1.0,0.4444444444444444,0.25,1.0,0.6666666666666666,0.6666666666666666,0.5,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,0.0,0.0,0.47058823529411764,0.28,0.5804843304843305,0.5279285187310435,0.0,0.14141080664685815,1.0,1.0,0.14285714285714285,0.3333333333333333,0.0
1.0,1.0,0.0,1.0,0.75,0.0,0.3333333333333333,0.5,1.0,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,0.10294117647058823,0.4,0.43554131054131057,0.22955160259037627,0.0,0.04974138879718279,1.0,1.0,0.6785714285714286,0.6666666666666666,0.0
1.0,0.5,0.5555555555555556,0.25,0.5,0.3333333333333333,0.6666666666666666,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.6470588235294118,0.68,0.3920940170940171,0.7060783670792687,1.0,0.2496973698690437,1.0,0.6666666666666666,0.125,0.0,0.0
1.0,0.5,0.4444444444444444,0.0,1.0,0.0,0.3333333333333333,0.5,0.6666666666666666,0.0,1.0,0.6666666666666666,0.0,1.0,0.0,0.56,0.4811253561253561,0.4296294778260513,1.0,0.06844943325630021,0.0,0.3333333333333333,0.17857142857142858,0.0,0.0
0.0,1.0,0.3333333333333333,0.25,1.0,0.0,0.3333333333333333,0.5,0.3333333333333333,0.0,1.0,0.3333333333333333,0.0,0.0,0.20588235294117646,0.44,0.7450142450142451,0.3308017050577916,0.0,0.09232970177176186,0.3333333333333333,0.3333333333333333,0.21428571428571427,0.3333333333333333,0.0
1.0,0.5,0.0,0.25,0.5,0.3333333333333333,0.6666666666666666,0.5,1.0,0.0,1.0,0.6666666666666666,0.0,0.0,0.029411764705882353,0.32,0.38817663817663817,0.20738585129928683,1.0,0.07400682293386156,0.6666666666666666,0.3333333333333333,0.5714285714285714,0.0,0.0
0.0,0.5,0.3333333333333333,1.0,0.25,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.0,0.0,0.38235294117647056,0.28,0.6495726495726496,0.5036519386834987,0.0,0.17558049961483438,0.3333333333333333,1.0,0.03571428571428571,0.0,0.5
1.0,1.0,0.3333333333333333,0.25,0.0,0.6666666666666666,0.6666666666666666,0.5,1.0,0.0,1.0,0.3333333333333333,1.0,0.0,0.29411764705882354,0.4,0.3554131054131054,0.5960119681941143,0.0,0.26961593485198637,1.0,1.0,0.25,0.0,0.0
0.0,1.0,0.3333333333333333,0.25,0.5,0.3333333333333333,0.6666666666666666,0.5,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.38235294117647056,0.6,0.6531339031339032,0.3883678990081154,0.0,0.4476724991746451,0.3333333333333333,0.3333333333333333,0.5357142857142857,0.0,0.0
0.0,0.75,0.2222222222222222,0.25,0.25,0.3333333333333333,0.6666666666666666,0.5,0.0,0.0,0.5,0.3333333333333333,1.0,0.0,0.47058823529411764,0.48,0.7200854700854701,0.46164029838511356,0.0,0.36519203257400684,1.0,0.6666666666666666,0.17857142857142858,0.0,0.0
1.0,0.5,0.5555555555555556,0.0,0.25,0.6666666666666666,0.6666666666666666,0.5,1.0,0.0,1.0,0.6666666666666666,0.0,0.0,0.25,0.48,0.41737891737891736,0.5683416673497828,0.0,0.2750082535490261,0.0,0.6666666666666666,0.125,0.0,0.0
1.0,0.75,0.3333333333333333,0.5,0.5,0.6666666666666666,0.6666666666666666,0.5,1.0,0.3333333333333333,1.0,0.6666666666666666,1.0,0.0,0.47058823529411764,0.44,0.03454415954415954,0.940187720304943,0.0,0.40871574777154174,0.3333333333333333,1.0,0.375,0.3333333333333333,0.0
1.0,0.25,0.0,1.0,0.0,0.6666666666666666,0.3333333333333333,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.16176470588235295,0.68,0.4237891737891738,0.509013033855234,1.0,0.07257620776934082,1.0,1.0,0.26785714285714285,0.0,0.0
1.0,1.0,0.4444444444444444,0.25,0.25,0.0,0.3333333333333333,0.5,0.0,0.0,1.0,0.6666666666666666,0.0,0.0,0.10294117647058823,0.4,0.4725783475783476,0.5046233297811296,1.0,0.20298228238142402,0.0,0.3333333333333333,0.375,0.3333333333333333,0.0
1.0,1.0,0.0,0.25,0.25,0.6666666666666666,0.6666666666666666,0.5,1.0,0.3333333333333333,1.0,0.0,1.0,0.0,0.38235294117647056,0.56,0.28703703703703703,0.6525616853840479,0.0,0.14201606690877078,1.0,0.3333333333333333,0.25,0.0,0.0
1.0,0.5,0.1111111111111111,0.0,0.0,0.3333333333333333,0.6666666666666666,0.5,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.11764705882352941,0.64,0.3344017094017094,0.47318222805147964,0.0,0.027731924727632883,1.0,1.0,0.3392857142857143,0.3333333333333333,0.0
1.0,0.5,0.3333333333333333,0.25,1.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,0.11764705882352941,0.52,0.469017094017094,0.2873596196409542,0.0,0.08847804555959063,1.0,0.0,0.05357142857142857,0.0,0.0
1.0,0.5,0.4444444444444444,0.25,0.25,0.0,0.6666666666666666,0.5,1.0,1.0,1.0,0.6666666666666666,1.0,0.0,0.11764705882352941,0.64,0.7735042735042735,0.2782646118534306,0.0,0.046825134807967426,0.6666666666666666,0.3333333333333333,0.14285714285714285,0.3333333333333333,0.0
1.0,0.5,0.6666666666666666,0.25,0.25,0.0,0.6666666666666666,0.5,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.11764705882352941,0.32,0.3244301994301994,0.34877039101565704,0.0,0.045449543303620554,0.3333333333333333,0.3333333333333333,0.125,0.0,0.0
1.0,1.0,0.4444444444444444,0.25,0.5,1.0,1.0,0.5,1.0,0.0,1.0,0.3333333333333333,1.0,0.0,0.029411764705882353,0.28,0.6264245014245015,0.26624313468317073,1.0,0.3582590513920986,0.0,0.6666666666666666,0.4642857142857143,0.3333333333333333,0.0
1.0,0.5,0.0,0.25,0.25,0.0,0.3333333333333333,0.5,0.3333333333333333,1.0,1.0,0.6666666666666666,0.0,0.0,0.20588235294117646,0.44,0.2410968660968661,0.23970817280104928,0.0,0.03389457466710685,1.0,0.3333333333333333,0.10714285714285714,0.0,1.0
1.0,0.75,0.5555555555555556,0.25,0.25,0.0,0.6666666666666666,0.0,1.0,1.0,1.0,0.6666666666666666,0.0,0.0,0.11764705882352941,0.28,0.4337606837606838,0.5008238380195098,0.0,0.06894464619786508,1.0,1.0,0.39285714285714285,0.0,0.0
1.0,1.0,0.5555555555555556,0.75,0.25,0.0,0.6666666666666666,0.5,1.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.29411764705882354,0.68,0.40206552706552706,0.6603164193786376,0.0,0.30560140860570045,1.0,0.3333333333333333,0.14285714285714285,0.3333333333333333,0.0
0.0,0.5,0.0,0.25,0.25,0.0,0.6666666666666666,0.5,0.6666666666666666,0.0,0.5,0.0,0.0,0.0,0.20588235294117646,0.4,0.4180911680911681,0.3691450118862202,0.0,0.10179377132166832,1.0,0.3333333333333333,0.32142857142857145,0.0,0.5
1.0,0.5,0.5555555555555556,0.25,0.25,0.3333333333333333,0.6666666666666666,0.5,1.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.47058823529411764,0.44,0.2934472934472934,0.7262480531191081,0.0,0.4337515131506548,0.0,0.3333333333333333,0.19642857142857142,0.0,0.0
1.0,1.0,0.3333333333333333,0.25,1.0,0.3333333333333333,0.6666666666666666,0.5,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.0,0.25,0.76,0.5637464387464387,0.07520288548241659,0.0,0.11213821943435677,1.0,1.0,0.07142857142857142,0.0,0.0
1.0,0.25,0.0,0.75,0.25,0.0,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,1.0,1.0,0.0,0.0,0.11764705882352941,0.44,0.5363247863247863,0.4149561439462251,0.0,0.008748761967646087,0.6666666666666666,0.6666666666666666,0.4107142857142857,0.3333333333333333,0.0
1.0,0.5,0.5555555555555556,0.0,0.0,1.0,0.6666666666666666,1.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.16176470588235295,0.56,0.26994301994301995,0.6509795884908599,1.0,0.0577748431825685,1.0,1.0,0.4642857142857143,0.0,0.0
0.0,0.0,0.6666666666666666,0.25,0.0,1.0,1.0,1.0,0.3333333333333333,0.0,1.0,0.3333333333333333,1.0,0.0,0.47058823529411764,0.52,0.709045584045584,0.41757521108287565,0.0,0.09370529327610873,1.0,1.0,0.75,0.0,0.0
1.0,0.5,0.6666666666666666,1.0,0.5,0.0,0.3333333333333333,0.5,0.3333333333333333,0.0,1.0,0.6666666666666666,0.0,0.0,0.11764705882352941,0.48,0.49002849002849,0.6003770800885319,0.0,0.043303620556839444,0.6666666666666666,1.0,0.35714285714285715,0.0,0.0
1.0,0.5,0.0,0.25,0.25,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,1.0,0.0,0.11764705882352941,0.64,0.48682336182336183,0.44693417493237153,0.0,0.08974358974358974,0.3333333333333333,0.3333333333333333,0.44642857142857145,0.0,0.0
1.0,1.0,0.4444444444444444,0.25,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.20588235294117646,0.24,0.35861823361823364,0.6193335519304861,0.0,0.27797953119841534,0.3333333333333333,1.0,0.30357142857142855,0.6666666666666666,0.0
1.0,1.0,0.0,0.25,0.25,0.6666666666666666,0.6666666666666666,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.20588235294117646,0.28,0.09935897435897435,0.5216329207312075,0.0,0.08528667326950588,1.0,0.3333333333333333,0.08928571428571429,0.3333333333333333,0.0
1.0,1.0,0.5555555555555556,0.25,0.75,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.29411764705882354,0.4,0.48575498575498577,0.23361341093532256,0.0,0.3502255970067129,0.3333333333333333,1.0,1.0,0.3333333333333333,0.0
1.0,1.0,0.3333333333333333,0.25,0.25,0.3333333333333333,0.6666666666666666,0.5,0.0,0.0,1.0,0.6666666666666666,0.0,0.0,0.47058823529411764,0.6,0.532051282051282,0.5968481023034675,0.0,0.2817761637504127,0.6666666666666666,0.3333333333333333,0.16071428571428573,0.3333333333333333,1.0
1.0,1.0,0.6666666666666666,0.25,0.25,0.0,0.6666666666666666,0.5,1.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.11764705882352941,0.44,0.42984330484330485,0.7373145339781949,0.0,0.051447122262572906,0.6666666666666666,0.3333333333333333,0.14285714285714285,0.3333333333333333,0.0
1.0,0.5,0.0,0.25,0.25,0.0,1.0,0.0,0.0,0.0,1.0,0.3333333333333333,1.0,0.0,0.11764705882352941,0.4,0.6096866096866097,0.5198499877039101,1.0,0.04715527676901068,0.3333333333333333,0.3333333333333333,0.017857142857142856,0.0,0.0
1.0,0.5,0.3333333333333333,0.75,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.0,0.38235294117647056,0.44,0.45975783475783477,0.4883187146487417,0.0,0.1855397821063057,1.0,1.0,0.6785714285714286,0.3333333333333333,0.0
1.0,0.5,0.4444444444444444,0.25,0.25,0.0,0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,0.6666666666666666,0.0,0.0,0.07352941176470588,0.8,0.25854700854700857,0.665144683990491,0.0,0.001430615164520744,1.0,1.0,0.05357142857142857,0.0,0.0
1.0,1.0,0.6666666666666666,0.25,0.0,0.6666666666666666,1.0,0.5,0.0,0.0,0.5,0.3333333333333333,1.0,0.0,0.3382352941176471,0.24,0.5491452991452992,0.39577014509386016,1.0,0.12061186310113349,1.0,1.0,0.42857142857142855,1.0,0.0
